  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                MagEnergy                
  0.000000000000000000E+00  1.099999999999998757E+00  1.654556291151183188E-11  1.820011919747376794E-11  0.000000000000000000E+00  2.750000000124431798E-01  2.749999999491426615E-11  2.749999999849436216E-01  0.000000000000000000E+00
  6.851374045069100194E-02  1.100000000000000755E+00  1.654556291552791654E-11  1.820011920565134010E-11  0.000000000000000000E+00  2.750000000124431798E-01  2.772504956840365168E-11  2.749999999847183574E-01  0.000000000000000000E+00
  1.383900041115463941E-01  1.100000000000000089E+00  1.654556291446912536E-11  1.820011920485724671E-11  0.000000000000000000E+00  2.750000000124432908E-01  2.754730192532340204E-11  2.749999999848960486E-01  0.000000000000000000E+00
  2.082662556825894684E-01  1.099999999999999867E+00  1.654556291531615830E-11  1.820011920808655982E-11  0.000000000000000000E+00  2.750000000124432908E-01  2.761352339527982026E-11  2.749999999848298238E-01  0.000000000000000000E+00
  2.781425249972945268E-01  1.100000000000000089E+00  1.654556291743374067E-11  1.820011920681601040E-11  0.000000000000000000E+00  2.750000000124434574E-01  2.765122448258739126E-11  2.749999999847920207E-01  0.000000000000000000E+00
  3.480188126386020708E-01  1.099999999999999201E+00  1.654556291378091109E-11  1.820011920427491156E-11  0.000000000000000000E+00  2.750000000124431798E-01  2.749547391170373002E-11  2.749999999849477850E-01  0.000000000000000000E+00
  4.178950937911625751E-01  1.100000000000000089E+00  1.654556291489264183E-11  1.820011920692188952E-11  0.000000000000000000E+00  2.750000000124432908E-01  2.770993245045498675E-11  2.749999999847335119E-01  0.000000000000000000E+00
  4.877713520935604841E-01  1.099999999999999645E+00  1.654556291555438632E-11  1.820011920491018627E-11  0.000000000000000000E+00  2.750000000124431798E-01  2.746391676386440869E-11  2.749999999849792598E-01  0.000000000000000000E+00
  5.576476064399567001E-01  1.099999999999999201E+00  1.654556291330445505E-11  1.820011920692188952E-11  0.000000000000000000E+00  2.750000000124431798E-01  2.766106298822669734E-11  2.749999999847821952E-01  0.000000000000000000E+00
  6.275238826163297423E-01  1.099999999999998979E+00  1.654556291457500447E-11  1.820011920766304334E-11  0.000000000000000000E+00  2.750000000124431243E-01  2.753580397095557929E-11  2.749999999849072618E-01  0.000000000000000000E+00
  6.974001716828986952E-01  1.100000000000000311E+00  1.654556291309269682E-11  1.820011920348081817E-11  0.000000000000000000E+00  2.750000000124430688E-01  2.753703080301562375E-11  2.749999999849060961E-01  0.000000000000000000E+00
  7.672764476626703356E-01  1.099999999999998757E+00  1.654556291446912536E-11  1.820011920554546098E-11  0.000000000000000000E+00  2.750000000124430688E-01  2.763716522136744475E-11  2.749999999848058985E-01  0.000000000000000000E+00
  8.371527021756173248E-01  1.099999999999999201E+00  1.654556291470735337E-11  1.820011920472489781E-11  0.000000000000000000E+00  2.750000000124430688E-01  2.743616389021761336E-11  2.749999999850069043E-01  0.000000000000000000E+00
  9.070289614250185428E-01  1.099999999999998757E+00  1.654556291637494949E-11  1.820011920671013128E-11  0.000000000000000000E+00  2.750000000124429578E-01  2.766810065059405501E-11  2.749999999847747567E-01  0.000000000000000000E+00
  9.769052436915207638E-01  1.099999999999999201E+00  1.654556291468088359E-11  1.820011920665719172E-11  0.000000000000000000E+00  2.750000000124429578E-01  2.743643702634050603E-11  2.749999999850066268E-01  0.000000000000000000E+00
  1.046781532193600706E+00  1.099999999999998757E+00  1.654556291637494949E-11  1.820011920671013128E-11  0.000000000000000000E+00  2.750000000124429578E-01  2.759084842306448099E-11  2.749999999848521393E-01  0.000000000000000000E+00
  1.116657802242580155E+00  1.099999999999998757E+00  1.654556291616319125E-11  1.820011920660425216E-11  0.000000000000000000E+00  2.750000000124429023E-01  2.752682230366940404E-11  2.749999999849161436E-01  0.000000000000000000E+00
  1.186534055111654551E+00  1.099999999999998979E+00  1.654556291579261434E-11  1.820011920840419717E-11  0.000000000000000000E+00  2.750000000124431243E-01  2.746264207470731275E-11  2.749999999849802590E-01  0.000000000000000000E+00
  1.256410320724348439E+00  1.099999999999998535E+00  1.654556291637494949E-11  1.820011920649837304E-11  0.000000000000000000E+00  2.750000000124426802E-01  2.761704680506684508E-11  2.749999999848258270E-01  0.000000000000000000E+00
  1.326286607643504478E+00  1.099999999999998979E+00  1.654556291742712323E-11  1.820011920481754204E-11  0.000000000000000000E+00  2.750000000124427912E-01  2.738558951718054329E-11  2.749999999850570309E-01  0.000000000000000000E+00
  1.396162893636324398E+00  1.099999999999999201E+00  1.654556291404560888E-11  1.820011920565134010E-11  0.000000000000000000E+00  2.750000000124424582E-01  2.761716882027068257E-11  2.749999999848255494E-01  0.000000000000000000E+00
  1.466039157756843903E+00  1.099999999999999867E+00  1.654556291547497698E-11  1.820011920660425216E-11  0.000000000000000000E+00  2.750000000124426247E-01  2.741666794568810595E-11  2.749999999850260002E-01  0.000000000000000000E+00
  1.535915411452960289E+00  1.100000000000000089E+00  1.654556291605731213E-11  1.820011920692188952E-11  0.000000000000000000E+00  2.750000000124426802E-01  2.751639632778036615E-11  2.749999999849263022E-01  0.000000000000000000E+00
  1.605791684006211861E+00  1.099999999999998979E+00  1.654556291415148800E-11  1.820011920427491156E-11  0.000000000000000000E+00  2.750000000124426247E-01  2.751776063066739043E-11  2.749999999849249144E-01  0.000000000000000000E+00
  1.675667973830619495E+00  1.099999999999999423E+00  1.654556291626907037E-11  1.820011920660425216E-11  0.000000000000000000E+00  2.750000000124425137E-01  2.739279192402318729E-11  2.749999999850499255E-01  0.000000000000000000E+00
  1.745544255660913313E+00  1.099999999999998757E+00  1.654556291425736712E-11  1.820011920533370274E-11  0.000000000000000000E+00  2.750000000124424582E-01  2.758930396595946991E-11  2.749999999848531385E-01  0.000000000000000000E+00
  1.815420514712833278E+00  1.099999999999999867E+00  1.654556291742050578E-11  1.820011920397050909E-11  0.000000000000000000E+00  2.750000000124425137E-01  2.734430931859359102E-11  2.749999999850982202E-01  0.000000000000000000E+00
  1.885296771697342777E+00  1.099999999999999423E+00  1.654556291351621329E-11  1.820011920755716423E-11  0.000000000000000000E+00  2.750000000124421806E-01  2.755768523168053070E-11  2.749999999848847798E-01  0.000000000000000000E+00
  1.955173051003571194E+00  1.099999999999998757E+00  1.654556291378091109E-11  1.820011920358669729E-11  0.000000000000000000E+00  2.750000000124424027E-01  2.740284007578715205E-11  2.749999999850394339E-01  0.000000000000000000E+00
  2.025049341802144465E+00  1.099999999999998979E+00  1.654556291266918034E-11  1.820011920491018627E-11  0.000000000000000000E+00  2.750000000124422916E-01  2.744019573107495669E-11  2.749999999850020749E-01  0.000000000000000000E+00
