  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                MagEnergy                
  0.000000000000000000E+00  1.000000000000002665E+00  2.236677525709848983E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033956743817721E-11  2.500000000000032752E-01  0.000000000000000000E+00
  1.100571506455046578E-03  1.000000000000002665E+00  2.236677525625145688E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500032789343915837E-11  2.500000000000032196E-01  0.000000000000000000E+00
  2.847476183922211489E-03  1.000000000000002665E+00  2.236677525773376454E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500030923805777388E-11  2.500000000000032196E-01  0.000000000000000000E+00
  4.594380863091880422E-03  1.000000000000002665E+00  2.236677525709848983E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500029098847468337E-11  2.500000000000032196E-01  0.000000000000000000E+00
  6.341285546114390145E-03  1.000000000000002665E+00  2.236677525731024807E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500027204700019198E-11  2.500000000000032196E-01  0.000000000000000000E+00
  8.088190229500963682E-03  1.000000000000002665E+00  2.236677525773376454E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500025349760698449E-11  2.500000000000032196E-01  0.000000000000000000E+00
  9.835094916093968867E-03  1.000000000000002442E+00  2.236677525794552278E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500023458037998413E-11  2.500000000000033307E-01  0.000000000000000000E+00
  1.158199960302239151E-02  1.000000000000002442E+00  2.236677525667497336E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500021575075017632E-11  2.500000000000032752E-01  0.000000000000000000E+00
  1.332890429238098653E-02  1.000000000000002442E+00  2.236677525688673159E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500019686511546538E-11  2.500000000000033307E-01  0.000000000000000000E+00
  1.507580898232989061E-02  1.000000000000002665E+00  2.236677525879255573E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500017781942588124E-11  2.500000000000033862E-01  0.000000000000000000E+00
