  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                MagEnergy                
  0.000000000000000000E+00  1.000000000000002665E+00  2.236677736811635263E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033997694417581E-11  2.500000000000032752E-01  0.000000000000000000E+00
  2.131266950366718631E-03  1.000000000000002665E+00  2.236677736726931968E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500015198370910576E-11  2.500000000000034417E-01  0.000000000000000000E+00
  5.625076347874892642E-03  1.000000000000002665E+00  2.236677736726931968E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499984017895738708E-11  2.500000000000037192E-01  0.000000000000000000E+00
  9.118885758445232151E-03  1.000000000000002442E+00  2.236677736748107792E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499954113477993426E-11  2.500000000000039413E-01  0.000000000000000000E+00
  1.261269520056719669E-02  1.000000000000002665E+00  2.236677736684580320E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499922037838046501E-11  2.500000000000043299E-01  0.000000000000000000E+00
  1.610650464548986360E-02  1.000000000000002442E+00  2.236677736663404497E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499891168864863229E-11  2.500000000000045519E-01  0.000000000000000000E+00
  1.960031411619659464E-02  1.000000000000002665E+00  2.236677736599877026E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.499859170867464206E-11  2.500000000000048850E-01  0.000000000000000000E+00
  2.309412358975856949E-02  1.000000000000002665E+00  2.236677736599877026E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.499827428251552789E-11  2.500000000000052180E-01  0.000000000000000000E+00
  2.658793308276759595E-02  1.000000000000002665E+00  2.236677736610464938E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499795525756774772E-11  2.500000000000054956E-01  0.000000000000000000E+00
  3.008174258070878820E-02  1.000000000000002442E+00  2.236677736652816585E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499763114868424508E-11  2.500000000000058842E-01  0.000000000000000000E+00
  3.357555209305995020E-02  1.000000000000002442E+00  2.236677736684580320E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499731238549535606E-11  2.500000000000062172E-01  0.000000000000000000E+00
  3.706936161220140968E-02  1.000000000000002220E+00  2.236677736705756144E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499698363595322240E-11  2.500000000000065503E-01  0.000000000000000000E+00
  4.056317114218267045E-02  1.000000000000002442E+00  2.236677736695168232E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499666402344199253E-11  2.500000000000068834E-01  0.000000000000000000E+00
  4.405698068022920189E-02  1.000000000000002220E+00  2.236677736679286365E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499633273855874993E-11  2.500000000000072164E-01  0.000000000000000000E+00
  4.755079022655536725E-02  1.000000000000002220E+00  2.236677736763989659E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499601080689701447E-11  2.500000000000075495E-01  0.000000000000000000E+00
  5.104459978181732221E-02  1.000000000000002220E+00  2.236677736666051475E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499567821407755152E-11  2.500000000000078826E-01  0.000000000000000000E+00
  5.453840934341475100E-02  1.000000000000002442E+00  2.236677736666713219E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.499535318521579803E-11  2.500000000000083267E-01  0.000000000000000000E+00
  5.803221891458121978E-02  1.000000000000002442E+00  2.236677736659434030E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.499501999197424321E-11  2.500000000000086042E-01  0.000000000000000000E+00
  6.152602849054708556E-02  1.000000000000002442E+00  2.236677736716344056E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036658E-01  2.499469150780224830E-11  2.500000000000089373E-01  0.000000000000000000E+00
  6.501983807656373793E-02  1.000000000000002665E+00  2.236677736753401747E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036658E-01  2.499435811075064776E-11  2.500000000000092704E-01  0.000000000000000000E+00
  6.851364766612678958E-02  1.000000000000002442E+00  2.236677736726931968E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036658E-01  2.499402604317970038E-11  2.500000000000096034E-01  0.000000000000000000E+00
  7.200745726612203801E-02  1.000000000000002442E+00  2.236677736769283615E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036658E-01  2.499369264738210242E-11  2.500000000000099920E-01  0.000000000000000000E+00
  7.550126686862053405E-02  1.000000000000002442E+00  2.236677736705756144E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499335700185291519E-11  2.500000000000102696E-01  0.000000000000000000E+00
  7.899507648185893904E-02  1.000000000000002442E+00  2.236677736769283615E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499302368974197144E-11  2.500000000000106026E-01  0.000000000000000000E+00
  8.248888609680635198E-02  1.000000000000002442E+00  2.236677736811635263E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499268454924929107E-11  2.500000000000109357E-01  0.000000000000000000E+00
  8.598269572256471427E-02  1.000000000000002442E+00  2.236677736811635263E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499235132882974464E-11  2.500000000000112688E-01  0.000000000000000000E+00
  8.947650534962850455E-02  1.000000000000002665E+00  2.236677736875162734E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.499200882826743570E-11  2.500000000000116018E-01  0.000000000000000000E+00
  9.297031498718323628E-02  1.000000000000002442E+00  2.236677736875162734E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.499167565674656778E-11  2.500000000000119349E-01  0.000000000000000000E+00
  9.646412462601511306E-02  1.000000000000002442E+00  2.236677736811635263E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.499132997281942779E-11  2.500000000000122680E-01  0.000000000000000000E+00
  9.995793427477733806E-02  1.000000000000002442E+00  2.236677736853986910E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.499099676824167933E-11  2.500000000000126010E-01  0.000000000000000000E+00
  1.034517439250219467E-01  1.000000000000002442E+00  2.236677736853986910E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499064809047130430E-11  2.500000000000128786E-01  0.000000000000000000E+00
  1.069455535845074551E-01  1.000000000000002442E+00  2.236677736853986910E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.499031474568816746E-11  2.500000000000132117E-01  0.000000000000000000E+00
  1.104393632458039176E-01  1.000000000000002220E+00  2.236677736959866028E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498996327293724233E-11  2.500000000000135447E-01  0.000000000000000000E+00
  1.139331729156139450E-01  1.000000000000002220E+00  2.236677736917514381E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498962966539727908E-11  2.500000000000139333E-01  0.000000000000000000E+00
  1.174269825876032153E-01  1.000000000000002442E+00  2.236677736896338557E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.498927560654489313E-11  2.500000000000142109E-01  0.000000000000000000E+00
  1.209207922674189750E-01  1.000000000000002220E+00  2.236677736875162734E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498894160384625945E-11  2.500000000000145439E-01  0.000000000000000000E+00
  1.244146019497640032E-01  1.000000000000002220E+00  2.236677736917514381E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498858538535858976E-11  2.500000000000149880E-01  0.000000000000000000E+00
  1.279084116393056914E-01  1.000000000000002220E+00  2.236677736832811086E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.498825062105729191E-11  2.500000000000152656E-01  0.000000000000000000E+00
  1.314022213316920762E-01  1.000000000000002442E+00  2.236677736875162734E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.498789271176395669E-11  2.500000000000156541E-01  0.000000000000000000E+00
  1.348960310307033006E-01  1.000000000000002442E+00  2.236677736959866028E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498755678682217675E-11  2.500000000000160427E-01  0.000000000000000000E+00
  1.383898407328460478E-01  1.000000000000002220E+00  2.236677736875162734E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498719757214239896E-11  2.500000000000163758E-01  0.000000000000000000E+00
  1.418836504410909138E-01  1.000000000000002220E+00  2.236677736959866028E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498686016879661082E-11  2.500000000000167089E-01  0.000000000000000000E+00
  1.453774601527322297E-01  1.000000000000002220E+00  2.236677736917514381E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.498649996741091736E-11  2.500000000000170419E-01  0.000000000000000000E+00
