  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal                MagEnergy                
  0.000000000000000000E+00  1.000000000000002665E+00  2.236677525709848983E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033956743817721E-11  2.500000000000032752E-01  0.000000000000000000E+00
  1.100571504306793432E-03  1.000000000000002665E+00  2.236677525709848983E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033194935438581E-11  2.500000000000032196E-01  0.000000000000000000E+00
  2.847476175380092220E-03  1.000000000000002442E+00  2.236677525625145688E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500031985755302147E-11  2.500000000000032196E-01  0.000000000000000000E+00
  4.594380849781723626E-03  1.000000000000002665E+00  2.236677525646321512E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500030776583184519E-11  2.500000000000032196E-01  0.000000000000000000E+00
  6.341285520865672098E-03  1.000000000000002665E+00  2.236677525709848983E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500029567414755275E-11  2.500000000000032196E-01  0.000000000000000000E+00
  8.088190195277580874E-03  1.000000000000002665E+00  2.236677525709848983E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500028358248207222E-11  2.500000000000032196E-01  0.000000000000000000E+00
  9.835094866371529160E-03  1.000000000000002665E+00  2.236677525667497336E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500027149082108625E-11  2.500000000000032196E-01  0.000000000000000000E+00
  1.158199954079308473E-02  1.000000000000002442E+00  2.236677525921607220E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500025939915818419E-11  2.500000000000032752E-01  0.000000000000000000E+00
  1.332890421189643522E-02  1.000000000000002442E+00  2.236677525815728102E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.500024730749065832E-11  2.500000000000032196E-01  0.000000000000000000E+00
  1.507580888632706687E-02  1.000000000000002665E+00  2.236677525794552278E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500023521581773639E-11  2.500000000000032196E-01  0.000000000000000000E+00
  1.682271355743927138E-02  1.000000000000002665E+00  2.236677525752200630E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500022312413876570E-11  2.500000000000032752E-01  0.000000000000000000E+00
