  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal               
  0.000000000000000000E+00  1.000000000000002665E+00  2.236678582510505625E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500034162190237684E-11  2.500000000000032752E-01
  4.122781843402516938E-03  1.000000000000002665E+00  2.236678582637560567E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.471851812077465450E-11  2.500000000002850498E-01
  1.111040153132193155E-02  1.000000000000002887E+00  2.236678582595208920E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.424809749856304249E-11  2.500000000007555068E-01
  1.809802232442975917E-02  1.000000000000002665E+00  2.236678582552857272E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.378662943246497349E-11  2.500000000012169155E-01
  2.508564377648673724E-02  1.000000000000002442E+00  2.236678582722263862E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.333394357615568226E-11  2.500000000016696089E-01
  3.207326631407819012E-02  1.000000000000002665E+00  2.236678582806967156E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.288987276884144614E-11  2.500000000021136426E-01
  3.906088949683985539E-02  1.000000000000002665E+00  2.236678582510505625E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.245425308617905288E-11  2.500000000025492941E-01
  4.604851374555393728E-02  1.000000000000002665E+00  2.236678582595208920E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.202692366966457126E-11  2.500000000029766190E-01
  5.303613862624120129E-02  1.000000000000002665E+00  2.236678582637560567E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.160772677440760682E-11  2.500000000033957281E-01
  6.002376455346486450E-02  1.000000000000002442E+00  2.236678582722263862E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.119650760653525226E-11  2.500000000038069548E-01
  6.701139109993171916E-02  1.000000000000002442E+00  2.236678582828142980E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.079311436754718239E-11  2.500000000042103543E-01
  7.399901867349732709E-02  1.000000000000002442E+00  2.236678582764615509E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.039739809954728262E-11  2.500000000046060933E-01
  8.098664685420543796E-02  1.000000000000002220E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  2.000921272626493453E-11  2.500000000049942828E-01
  8.797427604269891788E-02  1.000000000000002220E+00  2.236678582701088038E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  1.962841490574810107E-11  2.500000000053750338E-01
  9.496190582669536417E-02  1.000000000000002442E+00  2.236678582648148479E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  1.925486406829735119E-11  2.500000000057485128E-01
  1.019495365993365182E-01  1.000000000000002220E+00  2.236678582658736391E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033882E-01  1.888842227616804376E-11  2.500000000061149974E-01
  1.089371679562396028E-01  1.000000000000002442E+00  2.236678582685206170E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033882E-01  1.852895425862321749E-11  2.500000000064744876E-01
  1.159248002826118451E-01  1.000000000000002220E+00  2.236678582730204796E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033882E-01  1.817632727852320376E-11  2.500000000068270944E-01
  1.229124331826050992E-01  1.000000000000002220E+00  2.236678582722263862E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  1.783041116429796998E-11  2.500000000071729844E-01
  1.299000670330822116E-01  1.000000000000002220E+00  2.236678582658736391E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  1.749107818334671644E-11  2.500000000075123796E-01
  1.368877014469123687E-01  1.000000000000002665E+00  2.236678582637560567E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  1.715820307105659040E-11  2.500000000078451690E-01
  1.438753367924086035E-01  1.000000000000002442E+00  2.236678582531681449E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034438E-01  1.683166291062282332E-11  2.500000000081717411E-01
  1.508629726913814917E-01  1.000000000000002220E+00  2.236678582552857272E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033882E-01  1.651133715940127053E-11  2.500000000084920404E-01
  1.578506095032356504E-01  1.000000000000002442E+00  2.236678582637560567E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.619710753488302433E-11  2.500000000088062890E-01
  1.648382468592069494E-01  1.000000000000002220E+00  2.236678582616384743E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.588885803841218300E-11  2.500000000091144869E-01
  1.718258851094877082E-01  1.000000000000002220E+00  2.236678582616384743E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.558647484708989490E-11  2.500000000094169117E-01
  1.788135238948486139E-01  1.000000000000002442E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.528984633482732636E-11  2.500000000097135633E-01
  1.858011635560923303E-01  1.000000000000002665E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.499886297012627149E-11  2.500000000100044972E-01
  1.927888037437529567E-01  1.000000000000002665E+00  2.236678582637560567E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.471341733477882681E-11  2.500000000102898801E-01
  1.997764447889547046E-01  1.000000000000002887E+00  2.236678582595208920E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.443340402695339365E-11  2.500000000105699893E-01
  2.067640863523289019E-01  1.000000000000002887E+00  2.236678582552857272E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.415871967764268645E-11  2.500000000108446030E-01
  2.137517287551218559E-01  1.000000000000002665E+00  2.236678582637560567E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.388926285900266156E-11  2.500000000111141096E-01
  2.207393716681172180E-01  1.000000000000002665E+00  2.236678582552857272E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.362493409853990558E-11  2.500000000113783982E-01
  2.277270154025349269E-01  1.000000000000002887E+00  2.236678582552857272E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.336563579254700492E-11  2.500000000116376908E-01
  2.347146596395463802E-01  1.000000000000002887E+00  2.236678582637560567E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.311127221823614474E-11  2.500000000118920429E-01
  2.417023046801242414E-01  1.000000000000002887E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.286174945185407837E-11  2.500000000121415655E-01
  2.486899502160309361E-01  1.000000000000003109E+00  2.236678582595208920E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.261697537891873622E-11  2.500000000123863142E-01
  2.556775965378832449E-01  1.000000000000002665E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.237685961689620607E-11  2.500000000126265109E-01
  2.626652433480435311E-01  1.000000000000002665E+00  2.236678582595208920E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250032772E-01  1.214131352358756094E-11  2.500000000128620448E-01
  2.696528909266431850E-01  1.000000000000002665E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.191025012422849145E-11  2.500000000130930822E-01
  2.766405389868875075E-01  1.000000000000002665E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.168358411800132716E-11  2.500000000133197342E-01
  2.836281877982519961E-01  1.000000000000002887E+00  2.236678582679912214E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.146123180936839746E-11  2.500000000135420564E-01
  2.906158370848722083E-01  1.000000000000003109E+00  2.236678582574033096E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250033327E-01  1.124311111298051800E-11  2.500000000137602152E-01
  2.976034871055339703E-01  1.000000000000002887E+00  2.236678582552857272E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250032772E-01  1.102914148890093422E-11  2.500000000139741552E-01
  3.045911375952701783E-01  1.000000000000002887E+00  2.236678582510505625E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250032772E-01  1.081924394600430335E-11  2.500000000141839873E-01
  3.115787888020647434E-01  1.000000000000002887E+00  2.236678582489329801E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250032217E-01  1.061334098100267184E-11  2.500000000143898782E-01
