  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal               
  0.000000000000000000E+00  1.000000000000002665E+00  2.236677472854993074E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946516958908E-11  2.500000000000032752E-01
  5.677547480783246133E-04  1.000000000000002665E+00  2.236677472833817251E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946498825235E-11  2.500000000000032196E-01
  1.441207083357492905E-03  1.000000000000002665E+00  2.236677472939696369E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946475916533E-11  2.500000000000032196E-01
  2.314659419042337015E-03  1.000000000000002665E+00  2.236677472960872193E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946455954338E-11  2.500000000000032752E-01
  3.188111754321419113E-03  1.000000000000002665E+00  2.236677473045575488E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946437552478E-11  2.500000000000032752E-01
  4.061564090006128565E-03  1.000000000000002665E+00  2.236677472960872193E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946420034020E-11  2.500000000000032196E-01
  4.935016425285044563E-03  1.000000000000002665E+00  2.236677473003223840E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946403003470E-11  2.500000000000031641E-01
  5.808468760969536307E-03  1.000000000000002665E+00  2.236677472960872193E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946386380371E-11  2.500000000000032196E-01
  6.681921096248201637E-03  1.000000000000002665E+00  2.236677472982048017E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946369985392E-11  2.500000000000032196E-01
  7.555373431932394142E-03  1.000000000000002665E+00  2.236677472960872193E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946353854078E-11  2.500000000000032196E-01
  8.428825767210721201E-03  1.000000000000002665E+00  2.236677472897344722E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946337982227E-11  2.500000000000032196E-01
  9.302278102894537271E-03  1.000000000000002665E+00  2.236677473024399664E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946322314909E-11  2.500000000000032196E-01
  1.017573043817245927E-02  1.000000000000002442E+00  2.236677472982048017E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946306711892E-11  2.500000000000032752E-01
  1.104918277385582084E-02  1.000000000000002220E+00  2.236677473045575488E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946291206133E-11  2.500000000000032196E-01
  1.192263510913325712E-02  1.000000000000002665E+00  2.236677472918520545E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946275756596E-11  2.500000000000032752E-01
  1.279608744481609654E-02  1.000000000000002220E+00  2.236677472982048017E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946260295427E-11  2.500000000000032752E-01
  1.366953978009298465E-02  1.000000000000002665E+00  2.236677473066751311E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946244743785E-11  2.500000000000032196E-01
  1.454299211577523426E-02  1.000000000000002665E+00  2.236677473003223840E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946229385368E-11  2.500000000000032752E-01
  1.541644445105150134E-02  1.000000000000002665E+00  2.236677472960872193E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946214269935E-11  2.500000000000032752E-01
  1.628989678673310390E-02  1.000000000000002665E+00  2.236677473045575488E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946199206846E-11  2.500000000000032196E-01
  1.716334912200868229E-02  1.000000000000002665E+00  2.236677473024399664E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500033946184219368E-11  2.500000000000032196E-01
  1.803680145768955800E-02  1.000000000000002665E+00  2.236677473045575488E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250034993E-01  2.500033946169318808E-11  2.500000000000031641E-01
  1.891025379296439740E-02  1.000000000000002665E+00  2.236677473087927135E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946154488364E-11  2.500000000000032196E-01
  1.978370612864448902E-02  1.000000000000002442E+00  2.236677472876168898E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946139574233E-11  2.500000000000032196E-01
  2.065715846391855473E-02  1.000000000000002442E+00  2.236677472939696369E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946124692737E-11  2.500000000000032196E-01
  2.153061079959783797E-02  1.000000000000002665E+00  2.236677473003223840E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946110014481E-11  2.500000000000032196E-01
  2.240406313487106754E-02  1.000000000000002442E+00  2.236677472918520545E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036103E-01  2.500033946095608937E-11  2.500000000000032196E-01
  2.327751547054949036E-02  1.000000000000002442E+00  2.236677472876168898E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946081295481E-11  2.500000000000032196E-01
  2.415096780582184910E-02  1.000000000000002220E+00  2.236677472939696369E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250036658E-01  2.500033946067122905E-11  2.500000000000032196E-01
  2.502442014149939414E-02  1.000000000000002220E+00  2.236677473109102959E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946053045971E-11  2.500000000000032196E-01
  2.589787247677085083E-02  1.000000000000002442E+00  2.236677472939696369E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946038928647E-11  2.500000000000032196E-01
  2.677132481244749035E-02  1.000000000000002220E+00  2.236677473045575488E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946024782890E-11  2.500000000000032196E-01
  2.764477714771800682E-02  1.000000000000002442E+00  2.236677473066751311E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033946010795136E-11  2.500000000000032196E-01
  2.851822948339367836E-02  1.000000000000002220E+00  2.236677472960872193E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033945996812229E-11  2.500000000000032752E-01
  2.939168181866325807E-02  1.000000000000002220E+00  2.236677472982048017E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033945982842894E-11  2.500000000000032196E-01
  3.026513415433800328E-02  1.000000000000002442E+00  2.236677472992635928E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033945968913301E-11  2.500000000000032196E-01
  3.113858648960662195E-02  1.000000000000002442E+00  2.236677472960872193E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033945955062550E-11  2.500000000000032196E-01
  3.201203882528038530E-02  1.000000000000002220E+00  2.236677473077339223E-11  0.000000000000000000E+00  0.000000000000000000E+00  2.500000000250035548E-01  2.500033945941236032E-11  2.500000000000032196E-01
